Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.4964709281921387	0	19.168583	8.522807	51.0	9.0	19.168582375478927	8.522807439414818	5003	5003
2.6807332038879395	1	42.771187	20.874283	141.0	11.0	42.771186440677965	20.87428513622181	5047	10050
3.7984330654144287	2	51.680412	19.23782	110.0	19.0	51.68041237113402	19.23782056357049	5013	15063
4.926668882369995	3	57.735634	21.973057	134.0	24.0	57.735632183908045	21.973055480043715	5023	20086
6.076157093048096	4	60.86747	22.42888	132.0	28.0	60.86746987951807	22.42888149069836	5052	25138
7.237084150314331	5	74.68657	31.689827	188.0	34.0	74.68656716417911	31.68982555079025	5004	30142
8.423195123672485	6	81.90323	31.336216	200.0	40.0	81.90322580645162	31.336215098364175	5078	35220
9.612375974655151	7	94.71698	30.139536	172.0	48.0	94.71698113207547	30.139535471430314	5020	40240
10.820405006408691	8	154.45454	33.347656	200.0	81.0	154.45454545454547	33.347655325412	5097	45337
12.06196403503418	9	197.6923	11.538462	200.0	140.0	197.69230769230768	11.538461538461538	5140	50477
13.29625391960144	10	182.85715	27.517155	200.0	94.0	182.85714285714286	27.51715605855773	5120	55597
14.555024147033691	11	184.57143	27.736553	200.0	75.0	184.57142857142858	27.73655217453338	5168	60765
15.823458909988403	12	152.94118	44.46872	200.0	58.0	152.94117647058823	44.46872078245204	5200	65965
17.04345202445984	13	119.40476	45.142662	200.0	42.0	119.4047619047619	45.14266249706881	5015	70980
18.283554077148438	14	91.23637	38.158978	200.0	30.0	91.23636363636363	38.158980182848715	5018	75998
19.535161018371582	15	39.25	14.971327	83.0	14.0	39.25	14.971326761513156	5024	81022
20.781369924545288	16	21.378723	7.5718665	46.0	9.0	21.378723404255318	7.571866634308222	5024	86046
22.02619695663452	17	19.77075	7.174478	49.0	9.0	19.770750988142293	7.174478140615316	5002	91048
23.26619005203247	18	61.219513	27.693893	156.0	18.0	61.21951219512195	27.69389489393272	5020	96068
24.570422887802124	19	200.0	0.0	200.0	200.0	200.0	0.0	5200	101268
25.871017932891846	20	200.0	0.0	200.0	200.0	200.0	0.0	5200	106468
27.338793992996216	21	200.0	0.0	200.0	200.0	200.0	0.0	5200	111668
28.66083598136902	22	200.0	0.0	200.0	200.0	200.0	0.0	5200	116868
29.97247290611267	23	200.0	0.0	200.0	200.0	200.0	0.0	5200	122068
31.288186073303223	24	200.0	0.0	200.0	200.0	200.0	0.0	5200	127268
32.58073687553406	25	200.0	0.0	200.0	200.0	200.0	0.0	5200	132468
33.889174938201904	26	200.0	0.0	200.0	200.0	200.0	0.0	5200	137668
35.16626811027527	27	193.1923	19.197395	200.0	129.0	193.19230769230768	19.197394115566894	5023	142691
36.447624921798706	28	192.88461	17.539686	200.0	133.0	192.8846153846154	17.53968450526915	5015	147706
37.73333287239075	29	131.78947	8.645528	152.0	117.0	131.78947368421052	8.645527881776257	5008	152714
39.10605311393738	30	106.680855	5.911065	119.0	96.0	106.68085106382979	5.911065652488626	5014	157728
40.44407391548157	31	39.6063	6.298553	58.0	25.0	39.60629921259842	6.298553115084661	5030	162758
41.768043994903564	32	27.877777	4.064283	38.0	19.0	27.877777777777776	4.064282847161156	5018	167776
43.060205936431885	33	23.553991	3.3431518	31.0	17.0	23.55399061032864	3.3431515787928423	5017	172793
44.34330201148987	34	21.573277	2.8952653	29.0	16.0	21.573275862068964	2.8952653906888757	5005	177798
45.66750884056091	35	20.561476	2.8673387	27.0	15.0	20.561475409836067	2.8673385935482165	5017	182815
47.018369913101196	36	19.639215	2.7701545	27.0	14.0	19.63921568627451	2.770154553016326	5008	187823
48.338077783584595	37	19.529182	2.8105078	27.0	14.0	19.529182879377434	2.8105077489702923	5019	192842
49.7646849155426	38	19.060837	2.5802898	27.0	14.0	19.06083650190114	2.580289882592911	5013	197855
51.177992820739746	39	19.210728	2.5963502	25.0	14.0	19.21072796934866	2.59635019517033	5014	202869
52.552945137023926	40	19.434109	2.7445366	26.0	14.0	19.434108527131784	2.744536394225738	5014	207883
53.94848895072937	41	19.88889	2.845833	27.0	15.0	19.88888888888889	2.8458329944145992	5012	212895
55.333718061447144	42	20.412245	2.842364	27.0	15.0	20.412244897959184	2.842364110374207	5001	217896
56.68215298652649	43	20.57377	3.0350902	28.0	15.0	20.57377049180328	3.0350899540694343	5020	222916
58.045005083084106	44	21.258474	3.4019144	30.0	16.0	21.258474576271187	3.4019143730987715	5017	227933
59.41042494773865	45	22.617117	3.8111117	34.0	16.0	22.617117117117118	3.811111631685231	5021	232954
60.76164698600769	46	24.091347	3.8886328	36.0	17.0	24.091346153846153	3.8886326096052333	5011	237965
62.11727499961853	47	25.472082	4.6834283	37.0	16.0	25.472081218274113	4.68342820265713	5018	242983
63.44121599197388	48	28.207865	5.152347	41.0	19.0	28.207865168539325	5.1523470100680875	5021	248004
64.75619196891785	49	32.36774	5.20052	45.0	21.0	32.36774193548387	5.200520265336623	5017	253021
66.05698299407959	50	37.47015	5.74416	50.0	26.0	37.47014925373134	5.744160303270063	5021	258042
67.35337996482849	51	42.957264	7.794797	67.0	28.0	42.957264957264954	7.794796820752046	5026	263068
68.63417315483093	52	50.757576	9.919974	77.0	31.0	50.75757575757576	9.919973636624823	5025	268093
69.93249201774597	53	53.89247	13.078311	97.0	36.0	53.89247311827957	13.078310342340393	5012	273105
71.22198796272278	54	62.9625	20.160881	152.0	41.0	62.9625	20.16088028212062	5037	278142
72.5211250782013	55	73.246376	28.532925	196.0	43.0	73.2463768115942	28.532923163668496	5054	283196
74.03466796875	56	91.90909	37.354454	200.0	54.0	91.9090909090909	37.35445585068569	5055	288251
75.4193320274353	57	99.37255	25.451962	171.0	62.0	99.37254901960785	25.45196227599313	5068	293319
76.8729739189148	58	143.82857	38.993393	200.0	79.0	143.82857142857142	38.9933955684701	5034	298353
78.49141383171082	59	172.65517	38.360607	200.0	95.0	172.6551724137931	38.36060826355056	5007	303360
80.0434558391571	60	180.0	28.285534	200.0	117.0	180.0	28.28553390995879	5040	308400
81.69198608398438	61	165.12903	40.424953	200.0	93.0	165.1290322580645	40.4249539154156	5119	313519
83.16922116279602	62	182.28572	28.660395	200.0	104.0	182.28571428571428	28.660397194507595	5104	318623
84.8031849861145	63	172.9	34.524727	200.0	102.0	172.9	34.524725439410325	5187	323810
